text,label,language,split
Look ye add up nahi ho raha!!,DISPUTE,Hindi,train
Number block korchi,HIGH_RISK,Bengali,train
don't test test me boss,HIGH_RISK,Hinglish,train
Can you remind me later?,NEEDS_REMINDER,English,train
Yaar Yaar koto taka exactly?,NEEDS_REMINDER,Bengali,train
tora shob scammer plz,HIGH_RISK,Bengali,train
"I accept the due amount, will pay this weekend",LIKELY_PAY,English,train
Due date kab thi?,NEEDS_REMINDER,Hindi,train
Ok so i'm not sure what to do,VAGUE,English,train
Pura amount amount de dunga month end tak,LIKELY_PAY,Hindi,train
Enough of your harassment,HIGH_RISK,English,train
Give me a couple of days to sort this out,NEEDS_REMINDER,English,train
Payment kata tha lekin pending dikha raha hai,DISPUTE,Hindi,train
hmm sir,VAGUE,Bengali,train
I have to think,VAGUE,English,train
Boss mAIN BAAD MEIN BATATA HUN,NEEDS_REMINDER,Hindi,train
"Amar rights jana ache, dhamki dewa bondho koro",HIGH_RISK,Bengali,train
Situation dekhni padegi yaar,VAGUE,Hindi,train
Boss eta add up hochhe na !!,DISPUTE,Bengali,train
Pata nahi,VAGUE,Hindi,train
Honestly bhai mera plan hai Sunday ko clear karna,LIKELY_PAY,Hinglish,train
Dude ami ei loan niini,DISPUTE,Bengali,train
Eta add up up hochhe na !!,DISPUTE,Bengali,train
Bhai payment ho ho jayega by Tuesday!!,LIKELY_PAY,Hinglish,train
Dude social media media pe viral karunga thanks!!,HIGH_RISK,Hinglish,train
number number block korchi,HIGH_RISK,Bengali,train
Hey mera mera account audit karo,DISPUTE,Hindi,train
Nijer moto handle korbo,HIGH_RISK,Bengali,train
"Ami payment korbo, tension nio na thanks",LIKELY_PAY,Bengali,train
Will pay before end of this month,LIKELY_PAY,English,train
Well kITNE DIN OVERDUE HAI,NEEDS_REMINDER,Hindi,train
Baad mein yaad dilana please,NEEDS_REMINDER,Hindi,train
complicated byapar 🙏🙏???,VAGUE,Bengali,train
I will do NEFT agle hafte mein,LIKELY_PAY,Hinglish,train
Haan social media te expose korbo thx,HIGH_RISK,Bengali,train
let me check my balance and pay in 2 days,LIKELY_PAY,English,train
Suno maybe later sometime,VAGUE,Hinglish,train
I need to verify this with my bank,DISPUTE,English,train
"Bhai I have arranged already, doing NEFT thanks",LIKELY_PAY,Hinglish,train
Done talking to you people 😡,HIGH_RISK,Hinglish,train
Let me see,VAGUE,English,train
I want a detailed audit of my account,DISPUTE,English,train
I'll look into it dekhta hun,VAGUE,Hinglish,train
Kuch aisa hi,VAGUE,Hindi,train
Bhai account number kya hai for payment yaar,NEEDS_REMINDER,Hinglish,train
Can I I pay in two parts? First part by Friday yaar,LIKELY_PAY,English,train
Kichu ekta,VAGUE,Bengali,train
"Haan main koshish kar raha hun, agle hafte tak",LIKELY_PAY,Hindi,train
Might kar paunga,VAGUE,Hinglish,train
Dekho tumhari company fraud hai,HIGH_RISK,Hindi,train
"i'm serious about this, will pay this weekend",LIKELY_PAY,Hinglish,train
"Payment ho jayega, guarantee deta hun",LIKELY_PAY,Hindi,train
"I've kept the money aside, will pay tomorrow na?!!",LIKELY_PAY,English,train
"I had forgotten, but I will pay now",LIKELY_PAY,English,train
"I'm not running away, will pay by Friday",LIKELY_PAY,Hinglish,train
"Let me check balance, is weekend mein done asap",LIKELY_PAY,Hinglish,train
Ok plz,VAGUE,English,train
Try karunga plz!!,VAGUE,Hinglish,train
"Haan ok noted, check korchi",NEEDS_REMINDER,Bengali,train
Dekhe nii thx,VAGUE,Bengali,train
Sir Sir kar paunga shayad???,VAGUE,Hindi,train
Maybe ho jayega???,VAGUE,Hinglish,train
KICHU KICHU EKTA 🙂,VAGUE,Bengali,train
Sorry missed your earlier calls,NEEDS_REMINDER,English,train
Madam need to figure things out!!,VAGUE,English,train
"Main payment payment karunga, tension mat lo",LIKELY_PAY,Hindi,train
"Batane ke liye shukriya, check karunga",NEEDS_REMINDER,Hindi,train
See interest rate kyun badla,DISPUTE,Hindi,train
Nahi dunga aur ye final hai thanks,HIGH_RISK,Hindi,train
You will regret this,HIGH_RISK,Hinglish,train
I'll handle it soon,NEEDS_REMINDER,English,train
Madam koshish karunga,VAGUE,Hindi,train
Payment cut hua hua but showing pending ...,DISPUTE,Hinglish,train
I'm blocking this number asap,HIGH_RISK,English,train
"Look eta fraud, police e jabo 👍",HIGH_RISK,Bengali,train
Ok so i waS PROmised A DIFfeReNT intEResT rate 🤷,DISPUTE,English,train
Boss i don't know yaar!!,VAGUE,Hinglish,train
Dekho eMI ka paisa alag set hai,LIKELY_PAY,Hinglish,train
"Sir bonus peyechi, ekhon e dei asap",LIKELY_PAY,Bengali,train
The The amount will be credited this weekend,LIKELY_PAY,English,train
Amake overcharge kora hoyeche,DISPUTE,Bengali,train
Listen exact due amount bolo,NEEDS_REMINDER,Bengali,train
Suno hidden charges keno?,DISPUTE,Bengali,train
Interest Interest calculation is wrong 😭,DISPUTE,Hinglish,train
What's the penalty if I pay late?,NEEDS_REMINDER,English,train
Ke jane 🙂,VAGUE,Bengali,train
"Listen karunga handle, stop calling repeatedly bro",NEEDS_REMINDER,Hinglish,train
Dekho mushkil obostha yaar,VAGUE,Bengali,train
Look i need to verify with my bank,DISPUTE,Hinglish,train
Koshish Koshish karunga within 2 days,LIKELY_PAY,Hinglish,train
kya bolun bolun samajh nahi aa raha 👍???,VAGUE,Hindi,train
"Look i promise bhai, Shukravaar tak tak.",LIKELY_PAY,Hinglish,train
Situation dekhni dekhni padegi,VAGUE,Hindi,train
Actually sms aaya tha kya? nahi dekha,NEEDS_REMINDER,Hinglish,train
SEND DETAILS AGAIN PLEASE boss,NEEDS_REMINDER,Hinglish,train
Aaj raater moddhe hoye jabe,LIKELY_PAY,Bengali,train
Ok so fIR file karunga tum pe,HIGH_RISK,Hinglish,train
Who authorized ye extra charges?,DISPUTE,Hinglish,train
Honestly don't test my patience,HIGH_RISK,English,train
"Haan bhai, ei weekend er moddhe kore debo",LIKELY_PAY,Bengali,train
Door ho jao sir,HIGH_RISK,Hindi,train
uncertain hun main plz,VAGUE,Hinglish,train
Arey ei loan goto bochor bond kora hoyechhilo???,DISPUTE,Bengali,train
"ABHI PAISA NAHI HAI, MONTH END TAK TAK PAKKA 🙂",LIKELY_PAY,Hindi,train
I'm trying my best,VAGUE,English,train
"Haan i will definitely pay, just give me till Wednesday",LIKELY_PAY,English,train
Bhai tIME WASTE MAT KARO APNA,HIGH_RISK,Hinglish,train
"Late fee valid na, time e pay korechi",DISPUTE,Bengali,train
Basically the interest calculation is incorrect,DISPUTE,English,train
Honestly kono obligation nei amar eta debar,HIGH_RISK,Bengali,train
hOw MANY dayS oVerDUe hai ...,NEEDS_REMINDER,Hinglish,train
payment fix hai mangalvaar ko,LIKELY_PAY,Hindi,train
"Ek din aur plz, pakka dunga",LIKELY_PAY,Hindi,train
"Dude ok noted, will check na?",NEEDS_REMINDER,Hinglish,train
Co-applicant already paid this asap,DISPUTE,Hinglish,train
"Madam Madam amar CA dekhe ei shob, take jigges kori",NEEDS_REMINDER,Bengali,train
I have other priorities,VAGUE,English,train
Hard Hard to say honestly,VAGUE,Hinglish,train
Aur priorities hain,VAGUE,Hindi,train
Actually this is your billing mistake,DISPUTE,Hinglish,train
not sure???,VAGUE,English,train
Last Last time bol raha hun,HIGH_RISK,Hinglish,train
"Ami NEFT diye pay korechi, abar check koro",DISPUTE,Bengali,train
My lawyer will deal with this,HIGH_RISK,Hinglish,train
Need to figure out karunga,VAGUE,Hinglish,train
Ekhon uttor dite parbo na,VAGUE,Bengali,train
Will think about it,VAGUE,English,train
"Haan jani, ei weekend e korbo",LIKELY_PAY,Bengali,train
I never agreed to these terms,DISPUTE,English,train
Basically whIch loaN are we TAlkiNG about 👍,NEEDS_REMINDER,English,train
Listen lost track of dates yaar,NEEDS_REMINDER,Hinglish,train
Send Send details again please???,NEEDS_REMINDER,Hinglish,train
THeek hai 🙏🙏 🙏🙏,VAGUE,Hindi,train
Bhai weekend e dekhchi,NEEDS_REMINDER,Bengali,train
"Madam aBHi paisA NahI HAi, Ek hafte Mein taK pakkA",LIKELY_PAY,Hindi,train
Formal Formal complaint kar raha hun,DISPUTE,Hindi,train
Ok so issues ache!!,VAGUE,Bengali,train
Hey oh oh bhool gaya tha,NEEDS_REMINDER,Hindi,train
Life is tough right now,VAGUE,English,train
"Receipt hai mere paas, bhejun?",DISPUTE,Hindi,train
Ok let me figure this out,NEEDS_REMINDER,English,train
Email pe details bhej do,NEEDS_REMINDER,Hindi,train
"Ok so clarification do pehle, phir payment 🤷",DISPUTE,Hinglish,train
bolte bolte parbo na shotti,VAGUE,Bengali,train
will do neft next week thanks!!,LIKELY_PAY,English,train
Suno samajhna padega padega,VAGUE,Hindi,train
Boss 25TH ER TRANSACTION CHECK KORO,DISPUTE,Bengali,train
There's a discrepancy in the amount,DISPUTE,English,train
See joTokkhon calCuLation calCuLation thiK NA korbE totokKHon debo nA,DISPUTE,Bengali,train
Madam file a case if you dare yaar,HIGH_RISK,English,train
Bhai ye amt galat hai 🤷,DISPUTE,Hinglish,train
"i'm not running away, will pay in 3 days 💰!!",LIKELY_PAY,Hinglish,train
debo debo na ar eta final thanks,HIGH_RISK,Bengali,train
I think koi mistake hai,DISPUTE,Hinglish,train
Arey amar account audit koro!!,DISPUTE,Bengali,train
I will expose your company on social media,HIGH_RISK,English,train
I I don't know thanks,VAGUE,English,train
Amake aro 7 din dao 😢,LIKELY_PAY,Bengali,train
I'll report you for harassment,HIGH_RISK,English,train
I'm I'm going to the banking ombudsman 🙏,HIGH_RISK,English,train
"Consider it done, paying within a week",LIKELY_PAY,English,train
Look ekhon na,VAGUE,Bengali,train
Honestly pura amount de dunga 3 din mein,LIKELY_PAY,Hindi,train
Basically lost track of dates yaar,NEEDS_REMINDER,Hinglish,train
Main ye charge dispute karta hun,DISPUTE,Hindi,train
Well nijer moto handle korbo,HIGH_RISK,Bengali,train
"Boss dUI dUI BHAGE DITE PARI, PROTHOM TA MASH SHESHE",LIKELY_PAY,Bengali,train
detAils ta AbAr pathaO yaar,NEEDS_REMINDER,Bengali,train
Sir late late pay karne pe kitni penalty?!!,NEEDS_REMINDER,Hinglish,train
Get Get lost yaar.,HIGH_RISK,Hinglish,train
Eta kon EMI ok?,NEEDS_REMINDER,Bengali,train
Uncertain hun main,VAGUE,Hinglish,train
"Do whatever, not paying",HIGH_RISK,Hinglish,train
"Haan jani, agle agle shoptahe e korbo",LIKELY_PAY,Bengali,train
"Contact my bank, the issue is on your side",DISPUTE,English,train
"Need escalation, disputing the amount",DISPUTE,Hinglish,train
Main tumhari company band karwa dunga,HIGH_RISK,Hinglish,train
Arey time chai amake,VAGUE,Bengali,train
"Ok i uNDersTand, PAYInG nexT weeK 😭",LIKELY_PAY,English,train
"Ok so jo karna hai karo, main nahi dunga 😭",HIGH_RISK,Hindi,train
"Ja khoushi koro, ami debo na",HIGH_RISK,Bengali,train
Situation check karna padega,VAGUE,Hinglish,train
Mere paas kuch nahi hai dene ko,HIGH_RISK,Hindi,train
"Just processing the payment, will be done in an hour",LIKELY_PAY,English,train
Different interest rate promise kiya tha mujhe,DISPUTE,Hinglish,train
Penalty charges bahut zyada hain,DISPUTE,Hindi,train
Look salaRY asHLe TUknI korBo,LIKELY_PAY,Bengali,train
Realize hi nahi hua it was late,NEEDS_REMINDER,Hinglish,train
Don't test me 🙏🙏,HIGH_RISK,Hinglish,train
Let's see kya hota hai,VAGUE,Hinglish,train
"banK CHanGe CHanGe koReChI receNtLy, UpdaTe korte hoBE???",NEEDS_REMINDER,Bengali,train
EMI taka alag rekhechi,LIKELY_PAY,Bengali,train
Ok so complicated byapar,VAGUE,Bengali,train
Shesh bar bolchi tomake,HIGH_RISK,Bengali,train
"ADHA EKHON, BAKI TA MASH SHESHE???",LIKELY_PAY,Bengali,train
Madam processing fee waive honi thi,DISPUTE,Hinglish,train
Kaal payment kore debo,LIKELY_PAY,Bengali,train
Yaar Yaar dUI DIN DAO SORT KORAR JONNO 👍,NEEDS_REMINDER,Bengali,train
Boss might be able to,VAGUE,English,train
"account details details do, abhi karta hun",LIKELY_PAY,Hinglish,train
This is pure extortion hai ye,HIGH_RISK,Hinglish,train
"Yaar Yaar i am not avoiding payment, i will pay tomorrow ...???",LIKELY_PAY,English,train
"Sir yes I know, will transfer in 2 days!!",LIKELY_PAY,English,train
Basically nijer kaj koro,HIGH_RISK,Bengali,train
Complicated Complicated byapar bro,VAGUE,Bengali,train
"Haan bhai, month end tak tak kar dunga",LIKELY_PAY,Hindi,train
Koto taka exactly?,NEEDS_REMINDER,Bengali,train
Hey i'll consider it 😡,VAGUE,English,train
Due date date kokhon chhilo?!!,NEEDS_REMINDER,Bengali,train
Ok so hoyto hoye jabe,VAGUE,Bengali,train
Listen aMAR PATIENCE TEST KORO NA,HIGH_RISK,Bengali,train
I am transferring today evening,LIKELY_PAY,English,train
Zindagi mushkil chal rahi hai,VAGUE,Hindi,train
Due date kokhon chhilo?,NEEDS_REMINDER,Bengali,train
"Fine, I will pay. How much exactly?",LIKELY_PAY,English,train
Madam i have nothing to give,HIGH_RISK,Hinglish,train
Sir oNE MORE CALL = FIR na?,HIGH_RISK,Hinglish,train
Email e details pathao plz!!,NEEDS_REMINDER,Bengali,train
"Do hisson mein de sakta hun, pehla ek hafte mein",LIKELY_PAY,Hindi,train
Acha toder shathe kotha shesh,HIGH_RISK,Bengali,train
HOYTO HOYE JABE !!,VAGUE,Bengali,train
Social media pe viral karunga,HIGH_RISK,Hinglish,train
Ok so tumhari company fraud hai,HIGH_RISK,Hindi,train
Amount verify korte hobe,NEEDS_REMINDER,Bengali,train
Acha my payment on 1st was not credited,DISPUTE,English,train
Hey bola mushkil,VAGUE,Bengali,train
Transaction initiated initiated already 🙏🙏,LIKELY_PAY,English,train
Basically whatevER,VAGUE,English,train
I'm not sure sure what to do,VAGUE,English,train
Payment will be done within a week,LIKELY_PAY,English,train
Mujhe 5 din aur chahiye bas ok?,LIKELY_PAY,Hindi,train
Haan Haan tum logon se baat khatam,HIGH_RISK,Hindi,train
Listen bill dobara bhej do,NEEDS_REMINDER,Hindi,train
"Sir i've already spoken to my bank, transfer will come in 2 days bro",LIKELY_PAY,English,train
Yaar samajh nahi aa raha what to do 😡,VAGUE,Hinglish,train
Boss late late pay karne pe kitni penalty?,NEEDS_REMINDER,Hinglish,train
"Look ja khoushi koro, ami debo na",HIGH_RISK,Bengali,train
Well lEAVE ME ALONE OR I'LL TAKE LEGAL ACTION ...???,HIGH_RISK,English,train
AMOUNT JO SIGN SIGN KIYA THA WO NAHI HAI na?,DISPUTE,Hinglish,train
"Honestly haan jani, mash sheshe e korbo",LIKELY_PAY,Bengali,train
mY paYment ON lasT montH WAs noT CreDitEd,DISPUTE,English,train
Possibly na,VAGUE,English,train
Dude calculation calculation mein something wrong hai 🙏,DISPUTE,Hinglish,train
Debo na ar eta final ok?,HIGH_RISK,Bengali,train
Suno i'm trying trying apni taraf se 😢???,VAGUE,Hinglish,train
Payment fix ache Brihoshpotibar,LIKELY_PAY,Bengali,train
Actually ek-do ghante mein ho jayega,LIKELY_PAY,Hindi,train
Kuch aisa hi yaar,VAGUE,Hindi,train
I dispute this charge bro,DISPUTE,English,train
i need time 😡,VAGUE,English,train
Bhai bas ekTU waIt korO,LIKELY_PAY,Bengali,train
Sir bANKING OMBUDSMAN SE BAAT KARUNGA 👍???,HIGH_RISK,Hinglish,train
It's It's complicated hai.,VAGUE,Hinglish,train
Listen itna simple nahi hai,VAGUE,Hindi,train
"Dekho receipt ache amar kache, pathabo",DISPUTE,Bengali,train
Bujhtei parlam na je late hoye geche,NEEDS_REMINDER,Bengali,train
"See ek aur chance do, kal guaranteed 🙏🙏",LIKELY_PAY,Hinglish,train
Listen why hidden charges bhai thanks!!,DISPUTE,Hinglish,train
Boss it depends yaar,VAGUE,Hinglish,train
Things are difficult,VAGUE,English,train
Abar contact koro na na?,HIGH_RISK,Bengali,train
Suno toder shathe kotha shesh 😢,HIGH_RISK,Bengali,train
Basically can I get a statement !!,NEEDS_REMINDER,English,train
"20TH KO PAYMENT KIYA THA, CREDIT NAHI HUA plz",DISPUTE,Hindi,train
Dekho i never never agreed to these terms yaar 💰,DISPUTE,Hinglish,train
Aaj hi payment ho jayega,LIKELY_PAY,Hindi,train
"Bhai ami kokhono mana korini, payment korbo!!",LIKELY_PAY,Bengali,train
"Bonus Bonus aaya hai, abhi de deta hun",LIKELY_PAY,Hindi,train
Basically dUBARA CONTACT MAT KARNA!!,HIGH_RISK,Hindi,train
Nishchoi payment korbo,LIKELY_PAY,Bengali,train
Listen any grace period available?,NEEDS_REMINDER,Hinglish,train
I don't know 🙏🙏,VAGUE,English,train
Boss abar contact koro na sir,HIGH_RISK,Bengali,train
KAAL PAYMENT KORE DEBO plz!!,LIKELY_PAY,Bengali,train
Send details again please,NEEDS_REMINDER,Hinglish,train
Listen might kar paunga!!,VAGUE,Hinglish,train
Dekhi,VAGUE,Bengali,train
Suno statement mil sakta hai?,NEEDS_REMINDER,Hindi,train
Honestly give me 10 more days please!!,LIKELY_PAY,Hinglish,train
Pura amnt de dunga kal,LIKELY_PAY,Hindi,train
PACHTAOGE MUJHE CALL KARKE bro!!,HIGH_RISK,Hindi,train
Bujhte hobe,VAGUE,Bengali,train
I'll I'll look into it bro,VAGUE,English,train
You will regret this thanks,HIGH_RISK,Hinglish,train
Banking ombudsman se baat karunga,HIGH_RISK,Hinglish,train
One more call and I'm reporting you,HIGH_RISK,English,train
Aaj bikale transfer kore debo,LIKELY_PAY,Bengali,train
Bhai let me know the exact amnt due,NEEDS_REMINDER,English,train
Exact due amount batao,NEEDS_REMINDER,Hindi,train
hidden charges charges kyun hain?,DISPUTE,Hindi,train
Payment confirmed for Wednesday,LIKELY_PAY,English,train
Yaar exact due amount bolo,NEEDS_REMINDER,Bengali,train
I'm going to the banking ombudsman,HIGH_RISK,English,train
amake overcharge overcharge kora hoyeche 😡,DISPUTE,Bengali,train
hidden charges kyun hain plz,DISPUTE,Hindi,train
AMI SHEI LOK NA JAKE KHUJCHO boss,HIGH_RISK,Bengali,train
Recording this call FYI,HIGH_RISK,Hinglish,train
"Sir my friend will lend me, I'll pay by end of month",LIKELY_PAY,English,train
Complicated byapar,VAGUE,Bengali,train
Koshish karunga within 3 days plz,LIKELY_PAY,Hinglish,train
"Keep calling, see what happens",HIGH_RISK,English,train
Listen mY baNk shOWs sUcCessFUl Payment 😭,DISPUTE,English,train
Actually let me figure this out,NEEDS_REMINDER,Hinglish,train
Apna kaam karo sir,HIGH_RISK,Hindi,train
Abhi nahi 🙏,VAGUE,Hindi,train
"Jo karna hai karo, mujhe darr nahi",HIGH_RISK,Hindi,train
Actually wHEN WAS THE DUE DATE AGAIN?,NEEDS_REMINDER,English,train
"Ekdin aro please, pakka debo",LIKELY_PAY,Bengali,train
Hoyto,VAGUE,Bengali,train
Hidden charges keno?,DISPUTE,Bengali,train
Get lost,HIGH_RISK,English,train
Promise Promise korte parbo na,VAGUE,Bengali,train
Auto-debit on chhilo na plz,NEEDS_REMINDER,Bengali,train
Abhi tak unpaid kyun hai?,DISPUTE,Hindi,train
Hard to say honestly boss,VAGUE,Hinglish,train
Bhai i think there's been a mistake 💰,DISPUTE,English,train
Maybe shayad boss,VAGUE,Hinglish,train
Why was the interest rate changed?,DISPUTE,English,train
"Salary coming on 15th, will pay immediately after",LIKELY_PAY,English,train
Amount wo nahi hai jo sign kiya tha,DISPUTE,Hindi,train
Pore bolbo ami,NEEDS_REMINDER,Bengali,train
"Ok understood, I'll do something about it",NEEDS_REMINDER,English,train
"Main zimmedar hun, payment karunga",LIKELY_PAY,Hindi,train
Basically aMOUNT MEIN MISMATCH HAI,DISPUTE,Hinglish,train
Abhi answer answer nahi hai mere paas 😢,VAGUE,Hinglish,train
How many days overdue is it bro,NEEDS_REMINDER,English,train
who knows yaar,VAGUE,English,train
Madam mera auto-debit on tha na?!!,NEEDS_REMINDER,Hinglish,train
ye add UP NahI HO RAHa thanks???,DISPUTE,Hindi,train
Leave me alone ya legal action lunga,HIGH_RISK,Hinglish,train
Let me check my situation,VAGUE,English,train
Haan check the 10th transaction,DISPUTE,English,train
Basically i didn't realize it was already late,NEEDS_REMINDER,English,train
Penalty charges too much hai,DISPUTE,Hinglish,train
"Dekho bhai paise rakh diye hain, just need to transfer plz",LIKELY_PAY,Hinglish,train
Maybe shayad,VAGUE,Hinglish,train
"bro tensiOn Mat le, i'll cLEAR it in 3 Days",LIKELY_PAY,Hinglish,train
Actually whatever jo bhi,VAGUE,Hinglish,train
"Paisa arrange ho raha hai, kal mein de dunga",LIKELY_PAY,Hindi,train
Sir any grace period available,NEEDS_REMINDER,Hinglish,train
"Actually don't worry yaar, karke dunga thanks",LIKELY_PAY,Hinglish,train
Dekhte hain kya hota hai,VAGUE,Hindi,train
Debo na ar eta final,HIGH_RISK,Bengali,train
i never took this loan plz,DISPUTE,English,train
Let me pay half now and rest by end of month,LIKELY_PAY,English,train
Mera plan hai Shukravaar ko dene ka,LIKELY_PAY,Hindi,train
You'll regret calling me,HIGH_RISK,English,train
"Sir aMI PAYTM DIYE PAY KORECHI, ABAR CHECK KORO",DISPUTE,Bengali,train
Tomar company fraud,HIGH_RISK,Bengali,train
Basically Basically korte parbo hoyto,VAGUE,Bengali,train
"Actually de dunga, chinta mat karo",LIKELY_PAY,Hindi,train
"Bank change kiya recently, update karna hai",NEEDS_REMINDER,Hindi,train
Arey ekhon commit korte parbo na,VAGUE,Bengali,train
See aUR PRIORITIES PRIORITIES HAIN,VAGUE,Hindi,train
Check the 1st transaction,DISPUTE,English,train
Honestly yOu peOple are scammeRs boss,HIGH_RISK,English,train
"Basically 20th ko payment kiya tha, credit nahi hua",DISPUTE,Hindi,train
Issues ache,VAGUE,Bengali,train
Basically Basically your system data is wrong bhai 😢!!,DISPUTE,Hinglish,train
Suno i'll make sure your company is shut down 😢,HIGH_RISK,English,train
Dude eKHON COMMIT KORTE PARBO NA,VAGUE,Bengali,train
Listen tUMHARE AGENT NE ALAG AMOUNT BATAYA THA LAST TIME na?!!,DISPUTE,Hindi,train
Honestly aaj e payment hoye jabe,LIKELY_PAY,Bengali,train
Basically you harass innocent log,HIGH_RISK,Hinglish,train
15th ka transAcTioN cHECk karo sir,DISPUTE,Hindi,train
"I know my rights, stop this",HIGH_RISK,Hinglish,train
Basically maybE ho jAYega!!,VAGUE,Hinglish,train
Numbers don't add up yaar,DISPUTE,Hinglish,train
"Ektu somoy dao, agle shoptahe diye debo",LIKELY_PAY,Bengali,train
"tHodA aur TIme DO, monTh end tak taK DE DuNga",LIKELY_PAY,Hindi,train
Listen gRACE PERIOD MILTA HAI KYA?,NEEDS_REMINDER,Hindi,train
Actually Actually tomar company bhalo lokeder harrass kore yaar,HIGH_RISK,Bengali,train
I wasn't aware it was overdue,NEEDS_REMINDER,English,train
Can't commit abhi,VAGUE,Hinglish,train
Honestly foreclosure amount bhul 🙂,DISPUTE,Bengali,train
"Honestly i don't owe anything, stop this!!",HIGH_RISK,Hinglish,train
Dekho time chahiye mujhe,VAGUE,Hindi,train
Suno will get back to you later,VAGUE,Hinglish,train
Ei loan goto bochor bond kora hoyechhilo,DISPUTE,Bengali,train
Suno numbers don't add up yaar,DISPUTE,Hinglish,train
Boss let me get back to you on this???,NEEDS_REMINDER,English,train
This is extortion,HIGH_RISK,English,train
Payment confirmed for Friday,LIKELY_PAY,English,train
bill bill ta abar pathao,NEEDS_REMINDER,Bengali,train
"Listen bhai salry nahi aayi abhi, Shukravaar tak mein pakka kar dunga",LIKELY_PAY,Hinglish,train
Amake aro 5 din dao,LIKELY_PAY,Bengali,train
"Ok fine, take the payment next week",LIKELY_PAY,English,train
"kaam mein mein busy hun, jaldi karunga???",NEEDS_REMINDER,Hindi,train
i'll try???,VAGUE,English,train
I have nothing to pay with yaar!!,HIGH_RISK,English,train
Yaar bahut hua tumhara harassment,HIGH_RISK,Hindi,train
Haan mujhe calL kArNA bAnd kAro!!,HIGH_RISK,Hindi,train
Listen penalty charges bahut zyada hain 😡,DISPUTE,Hindi,train
"Korbo, bar bar call koro na",NEEDS_REMINDER,Bengali,train
Basically debo na ar eta final,HIGH_RISK,Bengali,train
Might be able to,VAGUE,English,train
"do hisson mein mein de sakta hun, pehla shukravaar tak!!",LIKELY_PAY,Hindi,train
Yaar things are difficult???,VAGUE,English,train
Bank theke verify korte hobe amake,DISPUTE,Bengali,train
"Bank change korechi recently, update korte hobe",NEEDS_REMINDER,Bengali,train
"moNeY Is reaDy, wilL TrANsfer bY end of MoNth asap!!",LIKELY_PAY,English,train
Suno details ta abar pathao,NEEDS_REMINDER,Bengali,train
outstanding kothay kothay check korbo????,NEEDS_REMINDER,Bengali,train
Weekend mein mein dekhta hun,NEEDS_REMINDER,Hindi,train
"Promise korchi, tin din e e!!",LIKELY_PAY,Bengali,train
Bhai Bhai ekhono unpaid keno?,DISPUTE,Bengali,train
Listen dubara call kiya to complaint karunga 😢,HIGH_RISK,Hindi,train
Listen situation dekhni padegi,VAGUE,Hindi,train
I'll clear the dues next week,LIKELY_PAY,English,train
Baad mein bataunga,VAGUE,Hindi,train
Boss tiMe wasTe wasTe mat kAro ApNa,HIGH_RISK,Hinglish,train
Actually mera plan hai Shukravaar ko dene ka,LIKELY_PAY,Hindi,train
Auto-pay kaise set karna hai?,NEEDS_REMINDER,Hindi,train
Dekh leta hun,VAGUE,Hindi,train
"Dude salary aa jayegi Shukravaar ko, uske baad turant",LIKELY_PAY,Hindi,train
My bank shows successful paymnt thanks???,DISPUTE,English,train
Bujhe nii ami thx,NEEDS_REMINDER,Bengali,train
Dekho let me check my situation???,VAGUE,English,train
Abhi tight hai but ek hafte mein tak karunga,LIKELY_PAY,Hinglish,train
Hard to say 👍???,VAGUE,English,train
"I will definitely pay, just give me till Saturday",LIKELY_PAY,English,train
Full amount de dunga by Friday,LIKELY_PAY,Hinglish,train
Bhai maybe later na?,VAGUE,English,train
Madam company band karwa dunga tumhari???,HIGH_RISK,Hindi,train
This doesn't add add up,DISPUTE,English,train
Hey ami ei loan niini,DISPUTE,Bengali,train
"Dekho jA Korte ChaO koro, DAr Nei AmAr",HIGH_RISK,Bengali,train
Pata nahi???,VAGUE,Hindi,train
Sir Sir sochna padega mujhe!!,VAGUE,Hinglish,train
Who authorized these additional charges?,DISPUTE,English,train
Listen tum tum mera kuch nahi kar sakte ...,HIGH_RISK,Hindi,train
"EKHON TAKA NEI, SHUKROBAR ER MODDHE PORJONTO WAIT KORO",LIKELY_PAY,Bengali,train
Let's see kya hota hai boss,VAGUE,Hinglish,train
You guys are scammers,HIGH_RISK,Hinglish,train
Boss i've already complained to rbi about you 😢,HIGH_RISK,English,train
Hard to to say honestly!!,VAGUE,Hinglish,train
door ho jao.???,HIGH_RISK,Hindi,train
"leT me Pay in insTallments, first one In 2 dayS",LIKELY_PAY,Hinglish,train
"bhai salary nahi nahi aayi abhi, ek hafte mein mein pakka kar dunga",LIKELY_PAY,Hinglish,train
Sir i think i missed the notification boss!!,NEEDS_REMINDER,English,train
"Listen i got my bonus, paying in 2 days",LIKELY_PAY,English,train
Sir toder lojja nei,HIGH_RISK,Bengali,train
"Account details do, abhi karta hun",LIKELY_PAY,Hinglish,train
Ok so pOsSIbly Ho SaktA HaI 🙏🙏,VAGUE,Hinglish,train
Basically ami ei loan niini,DISPUTE,Bengali,train
Account number kya hai for payment?,NEEDS_REMINDER,Hinglish,train
Dates ka track track nahi raha!!,NEEDS_REMINDER,Hindi,train
Porshudino porjonto pakka diye debo,LIKELY_PAY,Bengali,train
I never took took this loan !!!!,DISPUTE,English,train
Acha hidden charges kyun hain?,DISPUTE,Hindi,train
