text,label,language,detected_language
Bhabte hobe,VAGUE,Bengali,so
Dekha jak ki hoy,VAGUE,Bengali,so
Ekhon commit korte parbo na,VAGUE,Bengali,tl
Pore janabo,VAGUE,Bengali,sl
Bujhte hobe,VAGUE,Bengali,sq
Ekhon uttor dite parbo na,VAGUE,Bengali,it
Pore hoyto,VAGUE,Bengali,sk
Dekha jak kichu hoy ki na,VAGUE,Bengali,sw
Onno option bhabte dao,VAGUE,Bengali,fr
Kichu ekta korchi,VAGUE,Bengali,sk
Decide korte time dao,VAGUE,Bengali,pt
Onno priorities ache,VAGUE,Bengali,it
Ekhon na,VAGUE,Bengali,tl
Bhabbo ei niye,VAGUE,Bengali,sw
Mushkil obostha,VAGUE,Bengali,sq
Bolte parbo na shotti,VAGUE,Bengali,it
Eto simple na,VAGUE,Bengali,it
Situation dekhte hobe,VAGUE,Bengali,de
Cheshta korchi nijer dik theke,VAGUE,Bengali,sq
Obostha kharap,VAGUE,Bengali,tl
Issues ache,VAGUE,Bengali,fr
Ja bhi,VAGUE,Bengali,so
Ke jane???,VAGUE,Bengali,et
hmm sir,VAGUE,Bengali,sq
No comment!!,VAGUE,Bengali,fr
Ok so bujhte hobe,VAGUE,Bengali,sk
Sir ekhon na,VAGUE,Bengali,tl
PROMISE KORTE KORTE PARBO NA yaar,VAGUE,Bengali,so
Ke jane 🙂,VAGUE,Bengali,et
Dekha Dekha jak kichu hoy ki na,VAGUE,Bengali,sw
TimE CHaI aMakE 😢!!,VAGUE,Bengali,id
hote pare plz,VAGUE,Bengali,fr
Hoyto hoye jabe jabe,VAGUE,Bengali,so
Ekhon uttor dite dite parbo na yaar???,VAGUE,Bengali,it
Bhebhe dekhbo asap,VAGUE,Bengali,id
Listen bOlte bOlte parBo NA shotTi,VAGUE,Bengali,de
Dude ki korbo bujhte parchi na,VAGUE,Bengali,sl
Hmm 👍,VAGUE,Bengali,sv
Cheshta korbo asap,VAGUE,Bengali,sq
Situation dekhte hobe ...,VAGUE,Bengali,de
Ekhon uttor dite parbo na asap,VAGUE,Bengali,it
Haan dekhe nii,VAGUE,Bengali,nl
Dekha jak jak kichu hoy ki na na?,VAGUE,Bengali,sw
Suno pore hoyto,VAGUE,Bengali,es
Hey dekhi!!,VAGUE,Bengali,tr
Pore janabo sir,VAGUE,Bengali,sl
obostha kharap yaar,VAGUE,Bengali,so
Arey deKha jak ki Hoy sir???,VAGUE,Bengali,so
Dekhi asap,VAGUE,Bengali,id
Suno onNO pRioritIes aChe asap,VAGUE,Bengali,pt
Yaar promise korte parbo na,VAGUE,Bengali,sl
Dude eKHON COMMIT KORTE PARBO NA,VAGUE,Bengali,nl
Bhebhe dekhchi boss,VAGUE,Bengali,de
Ki bolbo bujhte parchi na 🙏,VAGUE,Bengali,sk
See dECIDE KORTE KORTE TIME DAO,VAGUE,Bengali,de
promise korte parbo na boss,VAGUE,Bengali,sl
Acha pore janabo,VAGUE,Bengali,hr
Ok so hoyto hoye jabe,VAGUE,Bengali,so
Yaar ekhon uttor dite parbo na,VAGUE,Bengali,af
bolte bolte parbo na shotti,VAGUE,Bengali,it
Acha kichu ekta 👍!!,VAGUE,Bengali,sw
bhebhe dekhchi ...,VAGUE,Bengali,de
Ekhon na ok?,VAGUE,Bengali,tl
Ekhon bolte bolte parbo na!!,VAGUE,Bengali,sl
Basically cheshta korbo,VAGUE,Bengali,sq
Dekho no comment 💰,VAGUE,Bengali,pt
Well mushkil obostha!!,VAGUE,Bengali,et
Haan ki korbo bujhte parchi na,VAGUE,Bengali,sw
Kichu ekta !!,VAGUE,Bengali,sw
Well onno option bhabte dao.???,VAGUE,Bengali,it
Listen ja bhi!!,VAGUE,Bengali,fi
Korte parbo hoyto hoyto,VAGUE,Bengali,cs
Haan muShkIl oBOstha,VAGUE,Bengali,fi
Haan Haan bhebhe dekhbo,VAGUE,Bengali,nl
Ok so cheshta korchi nijer dik theke,VAGUE,Bengali,sq
Ekhon na thx???,VAGUE,Bengali,vi
Pore janabo 🙂,VAGUE,Bengali,sl
Yaar jA BHI 💰,VAGUE,Bengali,so
bhebhe dekhbo plz,VAGUE,Bengali,nl
Arey hOYTO !!!!,VAGUE,Bengali,so
Bhai no no comment 👍,VAGUE,Bengali,it
bhABte HOBe!!,VAGUE,Bengali,nl
Yaar no cOmmENT,VAGUE,Bengali,so
Look decide korte time dao,VAGUE,Bengali,nl
Madam cheshta korchi nijer dik theke,VAGUE,Bengali,sq
haan hOyTO sir,VAGUE,Bengali,so
Eto simple simple na,VAGUE,Bengali,it
Promise Promise korte parbo na,VAGUE,Bengali,et
Look ekhon na,VAGUE,Bengali,af
Yaar dekhi,VAGUE,Bengali,so
Dekha jabe!!,VAGUE,Bengali,so
Bolte parbo na shotti na?,VAGUE,Bengali,it
Ekhon Ekhon commit korte parbo na yaar,VAGUE,Bengali,tl
Dekho kichu ekta korchi,VAGUE,Bengali,sk
Bhabte dAo yaar,VAGUE,Bengali,so
Ke jane!!,VAGUE,Bengali,et
bujhte hobe na?,VAGUE,Bengali,sk
Dekhe nii thx,VAGUE,Bengali,vi
Madam jaNi Na,VAGUE,Bengali,id
Dude issues issues ache 👍,VAGUE,Bengali,fr
Yaar mushkil obostha,VAGUE,Bengali,et
Yaar kichu ekta korchi thanks,VAGUE,Bengali,sw
Yaar sure na,VAGUE,Bengali,af
Pore hoyto plz,VAGUE,Bengali,sk
Promise korte korte parbo na,VAGUE,Bengali,no
Acha depend kore,VAGUE,Bengali,nl
Look sure na,VAGUE,Bengali,af
Ekhon na???,VAGUE,Bengali,tl
Arey bhebhe dekhchi.,VAGUE,Bengali,de
No comment na?,VAGUE,Bengali,fr
Dekhi!!,VAGUE,Bengali,id
Acha jani na???,VAGUE,Bengali,sw
Yaar ki korbo bujhte parchi na asap!!,VAGUE,Bengali,id
Boss korte parbo hoyto,VAGUE,Bengali,no
Bhebhe dekhbo ok?,VAGUE,Bengali,nl
Ok so cheshta korbo,VAGUE,Bengali,sq
Time chai amake plz,VAGUE,Bengali,sw
Bujhte hobe yaar,VAGUE,Bengali,so
Well dekha jabe,VAGUE,Bengali,so
Hey bola mushkil,VAGUE,Bengali,so
Sir no comment???,VAGUE,Bengali,fr
Well hoyto hoye jabe 😭,VAGUE,Bengali,so
Jani na asap!!,VAGUE,Bengali,tl
KICHU KICHU EKTA 🙂,VAGUE,Bengali,de
bhebhe dekhbo???,VAGUE,Bengali,nl
Look jibon mushkil cholche,VAGUE,Bengali,sw
dekha jabe 😡,VAGUE,Bengali,so
Jani na asap???,VAGUE,Bengali,tl
Bhebhe dekhbo yaar,VAGUE,Bengali,so
Yaar situation dekHTe hobe,VAGUE,Bengali,id
Haan ekhon ekhon na 🙏!!,VAGUE,Bengali,tl
DepENd Kore???,VAGUE,Bengali,da
Depend kore asap,VAGUE,Bengali,af
Ekhon commit commit korte parbo na,VAGUE,Bengali,fr
TIME TIME CHAI AMAKE,VAGUE,Bengali,vi
Acha jiBOn mUsHKIl cholCHe 😢???,VAGUE,Bengali,sw
Suno Suno kORTE PARBO HOYTO 🙏🙏,VAGUE,Bengali,pt
Time chai amake sir,VAGUE,Bengali,sw
Dekho ja bhi,VAGUE,Bengali,so
Basically dekHa dekHa jAk ki HOy 😭,VAGUE,Bengali,tr
Suno ke jane 🙏🙏,VAGUE,Bengali,sl
Eto simple na??? na???,VAGUE,Bengali,it
Dekho ke jane,VAGUE,Bengali,sl
Bhabte dao!!,VAGUE,Bengali,pt
Suno eto simple simple na,VAGUE,Bengali,it
Onno option bhabte dao ...,VAGUE,Bengali,pt
DEKHE NII 🙏,VAGUE,Bengali,af
Dekha jabe???,VAGUE,Bengali,so
Dekhe nii!!,VAGUE,Bengali,so
Listen eto simple na,VAGUE,Bengali,it
Well ke jane???,VAGUE,Bengali,et
Dekho mushkil obostha yaar,VAGUE,Bengali,so
Theek hai ok,VAGUE,Hinglish,hu
Hmm ok,VAGUE,Hinglish,sv
Let me dekh leta hun,VAGUE,Hinglish,id
I don't know yaar,VAGUE,Hinglish,so
Maybe ho jayega,VAGUE,Hinglish,so
Dekhte hain bhai,VAGUE,Hinglish,nl
Abhi can't say,VAGUE,Hinglish,tl
Sochne do mujhe,VAGUE,Hinglish,pl
Try karunga,VAGUE,Hinglish,id
Possibly ho sakta hai,VAGUE,Hinglish,fi
It depends yaar,VAGUE,Hinglish,nl
Time chahiye merko,VAGUE,Hinglish,tr
Samajh nahi aa raha what to do,VAGUE,Hinglish,so
Maybe shayad,VAGUE,Hinglish,so
Yeah probably,VAGUE,Hinglish,id
I'll look into it dekhta hun,VAGUE,Hinglish,it
Might kar paunga,VAGUE,Hinglish,tl
No comment bhai,VAGUE,Hinglish,fr
Sochna padega mujhe,VAGUE,Hinglish,pl
Let's see kya hota hai,VAGUE,Hinglish,fi
Abhi answer nahi hai mere paas,VAGUE,Hinglish,id
Maybe later sometime,VAGUE,Hinglish,da
Uncertain hun main,VAGUE,Hinglish,fr
Time do decide karne ke liye,VAGUE,Hinglish,tr
I'll consider it sochunga,VAGUE,Hinglish,it
Kya bolun pata nahi,VAGUE,Hinglish,tl
Situation check karna padega,VAGUE,Hinglish,id
I'm trying apni taraf se,VAGUE,Hinglish,id
See sochne do mujhe,VAGUE,Hinglish,sk
Maybe shayad yaar,VAGUE,Hinglish,so
Whatever jo bhi bro!!,VAGUE,Hinglish,sl
Suno situation check karna padega,VAGUE,Hinglish,it
Suno situation complicated hai,VAGUE,Hinglish,it
Theek hai ok plz!!,VAGUE,Hinglish,hu
Maybe shayad boss,VAGUE,Hinglish,so
Listen maybe ho jayega,VAGUE,Hinglish,so
Dekho kya bolun pata nahi,VAGUE,Hinglish,tl
Time Time chahiye merko!!,VAGUE,Hinglish,id
Basically maybE ho jAYega!!,VAGUE,Hinglish,so
Let's see kya hota hai boss,VAGUE,Hinglish,fi
Listen wORKING ON IT HUN 😭,VAGUE,Hinglish,de
Suno maybe later sometime,VAGUE,Hinglish,it
Sir Sir sochna padega mujhe!!,VAGUE,Hinglish,id
Theek hai hai ok 🙂,VAGUE,Hinglish,hu
No comment bhai???,VAGUE,Hinglish,fr
Dude i'm trying apni taraf se sir,VAGUE,Hinglish,da
Bhai i'll look into it dekhta hun,VAGUE,Hinglish,sq
try karunga???,VAGUE,Hinglish,id
Look maybe ho jayega,VAGUE,Hinglish,so
abhi can't say bro,VAGUE,Hinglish,tl
ABHI CAN'T CAN'T SAY 🙏🙏,VAGUE,Hinglish,vi
Acha hMM OK,VAGUE,Hinglish,sw
Possibly ho sakta hai thx,VAGUE,Hinglish,fi
Dekho i'll look into it dekhta hun!!,VAGUE,Hinglish,nl
Yaar samajh nahi aa raha what to do 😡,VAGUE,Hinglish,so
Listen Listen i'm trying apni taraf se,VAGUE,Hinglish,no
Abhi answer answer nahi hai mere paas 😢,VAGUE,Hinglish,id
Madam maybe later sometime,VAGUE,Hinglish,da
Yaar wOrKiNG oN it Hun,VAGUE,Hinglish,af
Listen i'll consider it sochunga 🙂,VAGUE,Hinglish,sv
Try karunga na?!!,VAGUE,Hinglish,tl
i'll i'll look inTo iT dEkHtA hun 😢,VAGUE,Hinglish,no
It depends yaar asap!!,VAGUE,Hinglish,id
Dekho let's see kya hota hai,VAGUE,Hinglish,so
can't commit abhi yaar,VAGUE,Hinglish,so
Suno uncertain hun main,VAGUE,Hinglish,id
I don't know know yaar,VAGUE,Hinglish,so
Sir nOT RIGHT NOW BHAI ok,VAGUE,Hinglish,tr
MAYBE LATER LATER SOMETIME,VAGUE,Hinglish,de
Well theek hai ok plz,VAGUE,Hinglish,nl
Dude who knows yaar???,VAGUE,Hinglish,so
Maybe shayad 🙏???,VAGUE,Hinglish,so
Maybe shayad thx,VAGUE,Hinglish,so
Dude uncertain hun main,VAGUE,Hinglish,fr
Listen tRY KARUNGA,VAGUE,Hinglish,de
Samajh nahi aa raha what to do thanks,VAGUE,Hinglish,so
Ok so pOsSIbly Ho SaktA HaI 🙏🙏,VAGUE,Hinglish,tl
Bhai i don't know yaar,VAGUE,Hinglish,so
Boss situation check karna padega 🙏🙏,VAGUE,Hinglish,it
LIFE TOUGH TOUGH HAI ABHI 😡,VAGUE,Hinglish,vi
Try karunga bro,VAGUE,Hinglish,tl
SITUATION COMPLICATED HAI asap,VAGUE,Hinglish,tl
Theek hai ok ok?,VAGUE,Hinglish,hu
Who knows yaar sir,VAGUE,Hinglish,so
Listen might kar paunga!!,VAGUE,Hinglish,id
Look mIGHT KAR PAUNGA,VAGUE,Hinglish,et
Haan sochna padega mujhe,VAGUE,Hinglish,id
Boss i don't know yaar!!,VAGUE,Hinglish,so
Bhai time time do decide karne ke liye.,VAGUE,Hinglish,tr
Madam samajh nahi aa raha what to do,VAGUE,Hinglish,so
Bhai time chahiye merko,VAGUE,Hinglish,sw
Kya bolun pata nahi sir,VAGUE,Hinglish,tl
Arey time chahiye merko,VAGUE,Hinglish,tr
i'll coNsider it soChunga plz!!,VAGUE,Hinglish,ca
Maybe ho jayega???,VAGUE,Hinglish,so
it's comPlicatEd hai na?,VAGUE,Hinglish,ca
See it depends yaar,VAGUE,Hinglish,nl
Boss it depends yaar,VAGUE,Hinglish,nl
Dude i'LL CONSIDER IT SOCHUNGA 🙂,VAGUE,Hinglish,ca
Listen uncertain hun main,VAGUE,Hinglish,fr
Well uncertain hun main,VAGUE,Hinglish,fr
Suno i'm trying trying apni taraf se 😢???,VAGUE,Hinglish,no
Hmm ok???,VAGUE,Hinglish,sk
Try karunga plz!!,VAGUE,Hinglish,tl
Suno it depends yaar!!,VAGUE,Hinglish,nl
uncertain hun main plz,VAGUE,Hinglish,fr
Sir can't promise kuch bhi asap???,VAGUE,Hinglish,id
Might kar paunga thx,VAGUE,Hinglish,tl
Well pAYMENT WAS ALREADY TRANSFERRED VIA UPI,ALREADY_PAID,English,de
Haan i PAID THIS OFF MONTHS AGO,ALREADY_PAID,English,id
Maine pehle hi kar diya,ALREADY_PAID,Hindi,tr
Payment ho chuka hai,ALREADY_PAID,Hindi,sw
Maine 25th ko pay kiya tha,ALREADY_PAID,Hindi,tl
NEFT se transfer kar diya tha,ALREADY_PAID,Hindi,id
"Paise bhej diye the, check karo",ALREADY_PAID,Hindi,en
Mera payment already ho gaya hai,ALREADY_PAID,Hindi,en
EMI already kat gayi hai,ALREADY_PAID,Hindi,tl
"System mein check karo, payment hua hai",ALREADY_PAID,Hindi,de
Bank mein debit dikha raha hai,ALREADY_PAID,Hindi,id
Maine paisa already transfer kar diya,ALREADY_PAID,Hindi,id
"Check karo please, payment successful tha",ALREADY_PAID,Hindi,en
Full amount diya tha 25th ko,ALREADY_PAID,Hindi,en
Transaction complete ho gaya tha,ALREADY_PAID,Hindi,en
UTR number hai mere paas,ALREADY_PAID,Hindi,id
"Receipt hai, bhejun kya?",ALREADY_PAID,Hindi,id
"NEFT kiya tha agle hafte, reflect hona chahiye",ALREADY_PAID,Hindi,en
"Clear kar diya tha, dubara mat call karo",ALREADY_PAID,Hindi,so
Bahut pehle pay kar diya tha,ALREADY_PAID,Hindi,id
Mera payment 20th ko gaya tha,ALREADY_PAID,Hindi,tl
Auto-debit se kat gaya hai,ALREADY_PAID,Hindi,tl
Meri taraf se transaction successful hai,ALREADY_PAID,Hindi,en
Paisa nikal gaya account se,ALREADY_PAID,Hindi,tl
Confirmation message aaya tha pay karne ke baad,ALREADY_PAID,Hindi,tl
"Poora pay kiya hai, tumhe mil gaya hoga",ALREADY_PAID,Hindi,so
Due date se pehle hi kar diya tha,ALREADY_PAID,Hindi,id
"Ho gaya hai, records update karo",ALREADY_PAID,Hindi,en
PhonePe se 20th ko transfer kiya tha,ALREADY_PAID,Hindi,en
"System update nahi hua, pay kar diya hai",ALREADY_PAID,Hindi,id
Do baar pay kiya hai actually,ALREADY_PAID,Hindi,tl
Cheque deposit kiya tha pichle hafte,ALREADY_PAID,Hindi,en
"Proof hai payment ka, bhejun?",ALREADY_PAID,Hindi,id
Auto-debit 10th ko hua tha,ALREADY_PAID,Hindi,sq
"App se pay kiya, transaction ID hai",ALREADY_PAID,Hindi,tl
Account settle kar diya hai,ALREADY_PAID,Hindi,en
Kyun call kar rahe ho? Already pay kiya,ALREADY_PAID,Hindi,so
"Ye solve ho gaya hai, payment hua",ALREADY_PAID,Hindi,en
Months pehle pay kar diya tha,ALREADY_PAID,Hindi,tl
EMI account se kat gayi,ALREADY_PAID,Hindi,en
1st ko credit check karo,ALREADY_PAID,Hindi,cs
"Online payment kar diya, confirmation ka wait hai",ALREADY_PAID,Hindi,en
RTGS se bhej diya paisa,ALREADY_PAID,Hindi,id
Bank statement mein clear hai payment,ALREADY_PAID,Hindi,en
"Sab pay kar diya, kuch pending nahi",ALREADY_PAID,Hindi,tl
Payment proof email mein hai,ALREADY_PAID,Hindi,en
Transaction reference number check karo,ALREADY_PAID,Hindi,en
Partial 5th ko kiya tha aur baaki 5th ko,ALREADY_PAID,Hindi,id
Auto-debit se cover ho gayi thi EMI,ALREADY_PAID,Hindi,en
"Pay karke khatam kiya, update karo",ALREADY_PAID,Hindi,id
"Yaad hai pay kiya tha, statement dekhta hun",ALREADY_PAID,Hindi,id
"Pakka pay kiya hai, screenshot hai",ALREADY_PAID,Hindi,tl
Actually months months pehle pay kar diya tha,ALREADY_PAID,Hindi,en
bank transfer se bhej diya paisa,ALREADY_PAID,Hindi,id
Ok so mera payment already ho gaya hai 🙏,ALREADY_PAID,Hindi,id
NEFT se 25th ko transfer kiya tha!!,ALREADY_PAID,Hindi,en
"Actually system mein check karo, payment hua hai",ALREADY_PAID,Hindi,en
PAYMENT HO CHUKA HAI bro,ALREADY_PAID,Hindi,pt
Auto-debit last month ko hua tha,ALREADY_PAID,Hindi,en
Yaar bank mein debit dikha raha hai ok?!!,ALREADY_PAID,Hindi,id
"Actually proof hai payment ka, bhejun?",ALREADY_PAID,Hindi,en
Haan Haan rTGS se transfer kar diya tha yaar,ALREADY_PAID,Hindi,so
MAINE 1ST KO PAY KIYA THA,ALREADY_PAID,Hindi,id
RTGS se transfer kar diya tha,ALREADY_PAID,Hindi,tr
Mera payment 15th ko gaya tha 🤷,ALREADY_PAID,Hindi,id
EMI ALREADY ALREADY KAT GAYI HAI!!,ALREADY_PAID,Hindi,de
Ok so bahut pehle pay kar diya tha,ALREADY_PAID,Hindi,id
Partial Partial 20th ko kiya tha aur baaki 20th ko,ALREADY_PAID,Hindi,id
Suno mERA PAYMENT ALREADY HO GAYA HAI plz,ALREADY_PAID,Hindi,pt
Maine last month ko pay kiya tha,ALREADY_PAID,Hindi,tl
Full Full amount diya tha 20th ko!!,ALREADY_PAID,Hindi,en
Haan maine pehle hi kar diya,ALREADY_PAID,Hindi,id
"Proof hai payment ka, bhejun sir",ALREADY_PAID,Hindi,id
Basically utr number hai mere paas,ALREADY_PAID,Hindi,en
"NEFT kiya tha tha 3 din mein, reflect hona chahiye",ALREADY_PAID,Hindi,en
Arey pAYMENT PROOF EMAIL MEIN HAI 💰,ALREADY_PAID,Hindi,en
"Boss receipt hai, bhejun kya?",ALREADY_PAID,Hindi,id
Haan payment ho chuka hai,ALREADY_PAID,Hindi,sw
"Dekho ye solve ho gaya hai, payment hua",ALREADY_PAID,Hindi,sw
"Haan receipt hai, bhejun kya",ALREADY_PAID,Hindi,id
Months Months pehle pay kar diya tha,ALREADY_PAID,Hindi,en
"Actually nEFT kiya tha agle hafte, reflect hona chahiye",ALREADY_PAID,Hindi,en
Bank mein debit dikha raha hai thanks,ALREADY_PAID,Hindi,id
"Pay karke khatam khatam kiya, update karo",ALREADY_PAID,Hindi,id
Hey maine paisa already transfer kar diya thanks,ALREADY_PAID,Hindi,id
Haan auto-debit se kat gaya hai,ALREADY_PAID,Hindi,tl
Bahut pehle pehle pay kar diya tha plz,ALREADY_PAID,Hindi,id
Haan mAINE 20TH KO PAY KIYA THA,ALREADY_PAID,Hindi,id
mErA payMenT 1st ko GAYa thA,ALREADY_PAID,Hindi,tl
See payement proof email mein hai,ALREADY_PAID,Hindi,en
Bhai aCCOUNT SETTLE KAR DIYA HAI,ALREADY_PAID,Hindi,id
Listen auto-debit 20th ko hua tha 👍,ALREADY_PAID,Hindi,en
"Basically system system mein check karo, payment hua hai",ALREADY_PAID,Hindi,en
Hey confirmation message message aaya tha pay karne ke baad,ALREADY_PAID,Hindi,en
Transaction Transaction reference number check karo ok,ALREADY_PAID,Hindi,en
PhonePe se bhej diya paisa sir,ALREADY_PAID,Hindi,id
Ok so maine 1st ko pay kiya tha,ALREADY_PAID,Hindi,tl
"Poora Poora pay kiya hai, tumhe mil gaya hoga 🙂",ALREADY_PAID,Hindi,tl
UPI se 25th ko transfer kiya tha 😡,ALREADY_PAID,Hindi,en
"NEFT kiya tha ek hafte mein, reflect hona chahiye",ALREADY_PAID,Hindi,en
Actually auTO-debIT sE CoVEr hO gaYi ThI Emi 🙏,ALREADY_PAID,Hindi,en
"Haan clear kar diya tha, dubara mat call karo !!",ALREADY_PAID,Hindi,so
Acha fulL fulL amount diYa thA 5th kO,ALREADY_PAID,Hindi,en
GOOGLE PAY SE BHEJ DIYA PAISA,ALREADY_PAID,Hindi,de
bank statement mein clear hai payment thanks,ALREADY_PAID,Hindi,en
EMI already kat gayi hai thanks,ALREADY_PAID,Hindi,so
EMI account account se kat gayi,ALREADY_PAID,Hindi,en
Transaction Transaction complete ho gaya tha,ALREADY_PAID,Hindi,en
Acha utr number hai mere paas,ALREADY_PAID,Hindi,id
Boss bank statement mein clear hai payment ...,ALREADY_PAID,Hindi,en
"NEFT kiya tha is weekend, reflect hona chahiye ...!!",ALREADY_PAID,Hindi,en
transaction complete ho gaya tha boss!!,ALREADY_PAID,Hindi,en
Yaar bank mein debit dikha raha hai???,ALREADY_PAID,Hindi,id
Auto-debit se se kat gaya hai!!,ALREADY_PAID,Hindi,id
Basically payement ho chuka hai 💰,ALREADY_PAID,Hindi,en
Hey uTR number hai mere paas!!,ALREADY_PAID,Hindi,en
Boss transaction reference number check karo bro???,ALREADY_PAID,Hindi,en
"Bhai poora pay kiya hai, tumhe mil gaya hoga asap",ALREADY_PAID,Hindi,tl
Full amount amount diya tha last month ko!!,ALREADY_PAID,Hindi,en
Partial 25th ko ko kiya tha aur baaki 25th ko!!,ALREADY_PAID,Hindi,id
Well transaction reference number check karo thx,ALREADY_PAID,Hindi,en
Mera payment last month ko gaya tha,ALREADY_PAID,Hindi,tl
"Receipt hai, bhejun kya bro",ALREADY_PAID,Hindi,id
Well auto-debit 10th ko hua tha!!,ALREADY_PAID,Hindi,en
Suno auto-debit se kat gaya hai plz,ALREADY_PAID,Hindi,tl
"Dekho system mein check karo, payment hua hai 😡",ALREADY_PAID,Hindi,sv
MERA MERA PAYMENT 1ST KO GAYA THA ok,ALREADY_PAID,Hindi,hu
20th ko credit check karo,ALREADY_PAID,Hindi,en
Paytm se bhej diya paisa 🙂,ALREADY_PAID,Hindi,tl
Listen payment ho chuka hai yaar,ALREADY_PAID,Hindi,fi
"Pakka pay kiya hai, screenshot hai ...!!",ALREADY_PAID,Hindi,sw
Arey paisa nikal gaya account se sir,ALREADY_PAID,Hindi,tl
Acha due date se pehle hi kar diya tha!!,ALREADY_PAID,Hindi,id
Dekho pAYMENT HO CHUKA HAI,ALREADY_PAID,Hindi,en
Do baar pay kiya hai actually plz!!,ALREADY_PAID,Hindi,tl
"NEFT kiya tha kal, reflect hona chahiye asap",ALREADY_PAID,Hindi,so
Ok so rTGS SE BHEJ DIYA PAISA,ALREADY_PAID,Hindi,sl
Listen meri taraf se transaction successful hai,ALREADY_PAID,Hindi,en
5th ko credit check karo 👍,ALREADY_PAID,Hindi,en
Boss 25th ko credit check karo,ALREADY_PAID,Hindi,en
Auto-debit se kat gaya hai thanks,ALREADY_PAID,Hindi,id
Dude auto-debit se cover ho gayi thi emi 😡,ALREADY_PAID,Hindi,en
Suno nEFt se 25Th ko TrANSfer kiyA Tha ...,ALREADY_PAID,Hindi,en
"PAISE BHEJ DIYE THE, CHECK KARO plz???",ALREADY_PAID,Hindi,en
Maine 10th ko pay kiya tha!!,ALREADY_PAID,Hindi,tl
Full amount diya tha 15th ko???,ALREADY_PAID,Hindi,en
Dekho Dekho transaction reference number check karo,ALREADY_PAID,Hindi,en
UPI se last MONth ko transfer kiya tha,ALREADY_PAID,Hindi,en
PaiSa nikaL gayA gayA AccouNT SE,ALREADY_PAID,Hindi,tl
Listen pArTIal 5th ko kiya tHa aur BaakI 5tH ko,ALREADY_PAID,Hindi,id
NEFT se bhej diya paisa,ALREADY_PAID,Hindi,id
"Actually sab pay kar diya, kuch pending nahi yaar",ALREADY_PAID,Hindi,id
GOogle pay sE 15th ko TrAnSfEr KiYa tHa,ALREADY_PAID,Hindi,tl
"Well ye solve ho gaya hai, payment hua boss",ALREADY_PAID,Hindi,en
cheque se bhej diya paisa 🙏🙏,ALREADY_PAID,Hindi,es
Ami age-i diye diyechi,ALREADY_PAID,Bengali,tr
Payment hoye geche,ALREADY_PAID,Bengali,nl
bank transfer diye transfer kore diyechi,ALREADY_PAID,Bengali,tr
"Taka pathiye diyechi, check koro",ALREADY_PAID,Bengali,sw
"System e check koro, payment hoyeche",ALREADY_PAID,Bengali,cs
Bank e debit dekhacche,ALREADY_PAID,Bengali,de
Ami taka already transfer kore diyechi,ALREADY_PAID,Bengali,tr
UTR number ache amar kache,ALREADY_PAID,Bengali,de
"Clear kore diyechi, abar call koro na",ALREADY_PAID,Bengali,so
Onek age pay kore diyechilem,ALREADY_PAID,Bengali,tr
Auto-debit theke kete geche,ALREADY_PAID,Bengali,nl
"Pura pay korechi, tomar kache pouche jawar kotha",ALREADY_PAID,Bengali,pl
Due date er age-i kore diyechilem,ALREADY_PAID,Bengali,da
Paytm diye pathiye diyechi taka,ALREADY_PAID,Bengali,tr
"Shob pay kore diyechi, kichu pending nei",ALREADY_PAID,Bengali,id
Auto-debit diye cover hoye gechilo EMI,ALREADY_PAID,Bengali,es
"Pay kore shesh, update koro",ALREADY_PAID,Bengali,sq
"Mone ache pay korechilem, statement dekhchi",ALREADY_PAID,Bengali,nl
"Pakka pay korechi, screenshot ache",ALREADY_PAID,Bengali,nl
"Taka pathiye pathiye diyechi, check koro",ALREADY_PAID,Bengali,sw
Yaar due date Er Age-i koRe dIyEChilem 🙂,ALREADY_PAID,Bengali,tr
Ok so phonePe diye 1st e transfer korechilem.,ALREADY_PAID,Bengali,no
Dude Dude due daTe Er agE-i Kore dIYechiLEm,ALREADY_PAID,Bengali,de
Dude onek age pay kore diyechilem plz,ALREADY_PAID,Bengali,nl
cheque diye pathiye diyechi taka 🙏🙏,ALREADY_PAID,Bengali,sw
utr number ache amar kache yaar,ALREADY_PAID,Bengali,de
Onek age pay kore diyechilem 🙏🙏!!,ALREADY_PAID,Bengali,tr
emi emi account theke kete geche plz,ALREADY_PAID,Bengali,nl
Ami 10th e pay korechi yaar,ALREADY_PAID,Bengali,so
"Bhai mONE ACHE PAY KORECHILEM, STATEMENT DEKHCHI ...",ALREADY_PAID,Bengali,id
Amar payment payment 10th e gechilo ok?,ALREADY_PAID,Bengali,nl
phonepe diye transfer transfer kore diyechi,ALREADY_PAID,Bengali,af
Acha rTGS diye diye pathiye diyechi taka,ALREADY_PAID,Bengali,tr
"NEFT korechilem ei weekend, reflect howar kotha",ALREADY_PAID,Bengali,nl
full amt diyechilam 1st e,ALREADY_PAID,Bengali,sv
Ami 20th e pay korechi.,ALREADY_PAID,Bengali,sq
RTGS DIYE 5TH E TRANSFER KORECHILEM,ALREADY_PAID,Bengali,de
Well uTR number ache amar kache,ALREADY_PAID,Bengali,de
Haan emi aCCount Theke Kete gEChE,ALREADY_PAID,Bengali,nl
"Hoye geche, geche, records update koro 🙏!!",ALREADY_PAID,Bengali,nl
